Area Code,Phone,customer_worth,churn_prob,expected_loss
415,335-2019,75.08,0.709627853621,53.2788592499
415,335-7144,74.75,0.711660581009,53.1966284304
415,369-8574,58.3,0.91233862111,53.1893416107
415,352-8327,56.41,0.94028291289,53.0413591161
415,394-4520,75.94,0.696058690798,52.8586969792
415,369-6890,60.78,0.867311504683,52.7151932546
408,413-9328,52.56,0.999981482087,52.5590266985
408,346-5068,74.75,0.699092481934,52.2571630245
415,346-5992,54.12,0.962020470058,52.0645478396
408,384-3413,53.43,0.971362160358,51.8998802279
408,378-6276,55.94,0.927352609224,51.87610496
408,371-1727,52.73,0.980857695333,51.7206262749
415,374-9576,52.44,0.985258142683,51.6669370023
415,343-5219,52.54,0.971321290608,51.0332206086
408,405-2276,52.53,0.971365793551,51.0258451352
415,370-2688,75.08,0.678103464479,50.9120081131
510,328-8980,74.74,0.679782818178,50.8069678306
510,351-2815,75.31,0.67188258915,50.5994777889
415,395-7923,52.07,0.97136198834,50.5788187328
510,368-7555,52.18,0.96211197728,50.2030029745
415,356-5475,50.58,0.987079682107,49.926490321
408,420-8897,75.79,0.656162354392,49.7305448393
510,382-5401,54.62,0.909126079177,49.6564664447
415,339-6477,77.14,0.642537522311,49.565344471
510,373-8483,76.01,0.65170797794,49.5363234032
415,385-7157,49.34,0.997134402033,49.1986113963
408,405-7676,50.15,0.979467362427,49.1202882257
408,380-3561,73.16,0.670507291492,49.0543134455
415,348-5725,75.63,0.647816300957,48.9943468414
408,367-8692,74.8,0.653154259696,48.8559386253
510,353-8363,76.4,0.635212087386,48.5302034763
510,374-9107,52.27,0.925680913016,48.3853413233
510,372-8883,50.67,0.95466888204,48.373072253
415,406-2242,74.93,0.640825534431,48.0170572949
415,333-3010,52.36,0.913013293324,47.8053760385
408,384-8723,54.53,0.876402907127,47.7902505257
510,385-8997,74.4,0.641690051532,47.741739834
510,390-5055,50.47,0.944252369963,47.6564171121
415,380-3437,48.08,0.990554623483,47.625866297
408,343-6374,69.95,0.679805649722,47.552405198
408,393-8762,49.42,0.961295082484,47.5072029764
510,418-7055,49.47,0.955928996098,47.289807437
415,352-4418,77.88,0.602682586535,46.9369198394
415,399-2151,52.55,0.8910090927,46.8225278214
415,413-4040,74.36,0.628481337219,46.7338722356
510,421-1326,47.64,0.976875287593,46.5383387009
408,387-9137,75.29,0.617967686765,46.5267871366
510,371-6284,54.39,0.8552337181,46.5161619274
415,358-3692,74.41,0.623890764498,46.4237117863
415,352-5118,51.06,0.906746517317,46.2984771742
415,387-7371,74.9,0.618106196069,46.2961540856
408,379-7215,76.22,0.604078837781,46.0428890156
408,341-9890,47.38,0.971353070743,46.0227084918
415,407-7258,63.45,0.724405431042,45.9635245996
510,359-3423,74.92,0.613244737373,45.944295724
415,421-8537,53.59,0.855354577846,45.8384518268
415,408-4870,80.13,0.569680740785,45.6485177591
415,395-7435,72.78,0.627180178575,45.6461733967
510,411-5677,48.51,0.928984154058,45.0650213133
408,411-7778,72.18,0.623659379717,45.0157340279
510,420-6324,72.65,0.619123967903,44.9793562682
510,384-3299,51.02,0.879728423064,44.8837441447
408,336-3819,77.76,0.575907781598,44.7825890971
415,359-7426,76.19,0.587703673965,44.7771429194
510,347-2016,52.61,0.85029424361,44.7339801563
415,405-3916,68.68,0.650848091702,44.7002469381
408,347-2951,51.19,0.869612453753,44.5154615076
510,330-7137,61.54,0.721315158147,44.3897348324
415,385-8184,46.58,0.951967811425,44.3426606562
408,403-2673,55.13,0.80315475299,44.2779215324
415,357-9136,45.39,0.971330254297,44.0886802425
415,385-1118,63.74,0.69072663701,44.026915843
408,350-7306,52.24,0.836015521467,43.6734508414
510,405-3309,74.83,0.583086135626,43.6323355289
510,350-7114,44.35,0.982562726717,43.5766569299
415,339-6637,44.67,0.971322330994,43.3889685255
408,382-4932,43.33,0.995509869055,43.1354426262
415,383-9306,74.52,0.575727368818,42.9032035243
415,380-8727,52.76,0.809578002416,42.7133354075
408,344-1362,74.57,0.56958682269,42.474089368
510,332-6139,60.01,0.70351530504,42.2179534554
510,378-3508,49.13,0.859206038774,42.212792685
415,331-7425,69.96,0.60294760836,42.1822146809
415,412-2520,49.28,0.849618739233,41.8692114694
415,416-2825,72.42,0.57804944199,41.8623405889
415,354-5689,53.55,0.781201850859,41.8333591135
415,376-4705,65.84,0.635238704953,41.8241163341
415,398-1294,55.53,0.751453071418,41.7281890558
415,398-8385,73.79,0.564056001569,41.6216923558
408,355-2634,64.93,0.640835012886,41.6094173867
415,390-7930,54.52,0.758262102251,41.3404498147
415,387-5860,52.07,0.792905569631,41.2865930107
408,413-2241,75.14,0.546557607659,41.0683386395
415,413-5310,71.24,0.576109131463,41.0420145254
415,357-1909,62.24,0.658635341121,40.9934636314
408,405-2209,72.29,0.561012841468,40.5556183097
510,401-7334,73.76,0.548731177407,40.4744116456
408,406-8995,41.25,0.97134044232,40.0677932457
415,348-6720,50.52,0.792277189981,40.0258436378
415,415-8448,45.4,0.876699524147,39.8021583963
415,384-2372,77.32,0.511458306588,39.5459562654
408,364-9040,56.75,0.696692751019,39.5373136203
415,331-1391,74.67,0.528401996081,39.4557770473
510,354-7397,74.93,0.524645433703,39.3116823474
408,387-7757,80.65,0.485979382996,39.1942372386
408,367-8168,58.13,0.670246040624,38.9614023415
510,327-3587,39.65,0.979616059129,38.8417767445
415,370-9622,74.94,0.517157808923,38.7558062007
415,386-2810,53.16,0.72864901869,38.7349818335
510,388-8583,82.3,0.468995481659,38.5983281405
415,396-4254,51.98,0.739503096189,38.4393709399
415,365-2008,74.99,0.512198148884,38.4097391848
408,348-7193,46.75,0.820877094,38.3760041445
415,416-3649,49.0,0.782036663615,38.3197965171
408,409-4671,56.12,0.682353048545,38.2936530844
415,345-4473,57.39,0.664801941489,38.1529834221
510,367-1681,44.72,0.852954393027,38.1441204562
415,412-1991,45.38,0.840261278839,38.1310568337
415,337-1586,74.98,0.5078261221,38.0768026351
415,353-8928,72.55,0.524778970343,38.0727142984
415,353-3759,56.14,0.677840887401,38.0539874187
408,377-9932,72.94,0.52168071311,38.0513912142
415,414-7446,73.43,0.515498435733,37.8530501359
408,351-4025,54.02,0.696971310564,37.6503901967
510,383-6544,57.61,0.646671950115,37.2547710461
415,380-4080,49.94,0.744557942506,37.1832236488
510,387-2919,50.95,0.728276648399,37.105695236
415,382-2182,54.12,0.683544351552,36.993420306
415,404-9504,87.03,0.421602722105,36.6920849048
408,401-9665,74.68,0.484332955765,36.1699851365
415,343-2689,74.97,0.480740216398,36.0410940234
415,405-5403,63.11,0.568997721341,35.9094461938
415,396-4845,72.44,0.494981167003,35.8564357377
510,399-5291,56.56,0.631069714911,35.6933030754
510,383-6095,53.76,0.663748395444,35.6831137391
408,348-4660,48.32,0.732224893909,35.3811068737
510,377-4975,40.22,0.87597807615,35.2318382228
408,411-5958,75.56,0.463159065027,34.9962989535
415,398-3834,52.25,0.668110908852,34.9087949875
408,419-1863,74.25,0.468665293606,34.7983980502
408,393-7984,36.02,0.963421425174,34.7024397348
415,404-4809,75.08,0.460020995663,34.5383763544
415,338-1027,47.73,0.717882113886,34.2645132958
408,353-3372,74.47,0.457483685732,34.0688100764
408,403-9167,49.77,0.681520713605,33.9192859161
408,390-2390,58.53,0.577639114164,33.809217352
510,420-7823,41.57,0.811907406665,33.7509908951
415,354-8088,72.99,0.461919014595,33.7154688753
415,388-9285,51.2,0.653791926111,33.4741466169
415,380-2558,53.09,0.629723030089,33.4319956674
415,376-8573,57.9,0.576969031631,33.4065069314
415,381-4029,51.56,0.645910142887,33.3031269673
510,406-4604,64.89,0.512981705103,33.2873828441
408,410-5370,74.03,0.448724174774,33.2190506586
510,416-3915,67.04,0.490980313745,32.9153202335
415,338-6962,39.13,0.840811045862,32.9009362246
510,380-7816,33.85,0.971319942739,32.8791800617
415,405-5513,45.12,0.728291620715,32.8605179267
415,375-5547,72.81,0.450340345842,32.7892805808
510,394-8402,39.17,0.830711765143,32.5389798407
415,404-5840,56.65,0.572951881988,32.4577241146
415,390-6101,73.18,0.442079856499,32.3514038986
510,346-7656,46.91,0.687852475878,32.2671596435
415,393-2373,71.24,0.449862412978,32.0481983006
510,397-1766,45.03,0.693659302215,31.2354783787
408,359-3618,68.23,0.45775977153,31.2329492115
510,409-8814,74.02,0.417868231608,30.9306065037
415,397-9148,56.23,0.549393768054,30.8924115777
415,332-2650,39.91,0.772591674738,30.8341337388
408,345-1524,48.66,0.633308200973,30.8167770593
408,409-4447,50.95,0.604752015665,30.8121151982
510,350-1639,73.33,0.415570652903,30.4737959773
415,339-4068,73.84,0.41248921654,30.4582037493
510,346-2020,57.79,0.526929325001,30.4512456918
510,369-5449,69.36,0.437233551744,30.3265191489
408,343-1965,55.44,0.546162755977,30.2792631914
415,372-3750,31.05,0.971343355933,30.1602112017
415,349-8391,51.67,0.580116245447,29.9746064022
408,386-4170,38.78,0.76217933587,29.557314645
510,342-1004,44.18,0.667963164351,29.510612601
415,355-7705,43.13,0.682334944506,29.4291061565
408,345-3614,53.42,0.548269759583,29.2885705569
415,341-7686,30.83,0.94786955424,29.2228183572
415,362-5899,55.21,0.527371127667,29.1161599585
510,366-1613,74.89,0.387677861305,29.0331950331
415,406-9926,58.45,0.494902701733,28.9270629163
415,363-3911,73.41,0.393754830466,28.9055421045
408,382-3966,69.45,0.414400051825,28.7800835992
510,330-2635,42.71,0.671396450118,28.6753423845
415,354-4577,73.63,0.389258271912,28.6610865609
415,387-5891,86.84,0.328540812083,28.5304841213
415,338-6714,42.37,0.670418347099,28.4056253666
510,365-5886,70.37,0.402020000465,28.2901474328
415,369-1929,71.01,0.396859408925,28.1809866278
510,408-3606,71.85,0.391839757168,28.1536865525
510,361-6563,53.67,0.523691966149,28.1065478232
408,361-8113,65.74,0.425386952053,27.9649382279
415,399-6233,46.01,0.606247873718,27.8934646698
415,409-4734,50.9,0.544412420512,27.7105922041
510,395-1962,70.5,0.391400112007,27.5937078965
510,348-4316,55.72,0.493045272647,27.4724825919
510,418-5300,33.8,0.802456675043,27.1230356165
415,368-5437,54.19,0.5,27.095
510,340-8875,72.01,0.37601543927,27.0768717818
415,378-2940,82.31,0.32821266512,27.015184466
415,328-7833,55.39,0.487531364583,27.0043622842
510,382-1399,58.74,0.459603259801,26.9970954807
408,334-6129,50.0,0.538453989304,26.9226994652
415,335-4858,34.84,0.76123983283,26.5215957758
510,332-5521,53.6,0.494412368259,26.5005029387
415,364-9904,47.5,0.554970354005,26.3610918152
408,379-5885,75.47,0.349062464417,26.3437441896
408,334-2961,59.88,0.438728156069,26.2710419854
510,388-2240,64.88,0.401377236341,26.0413550938
415,377-1293,77.48,0.333835174714,25.8655493368
510,354-5058,36.36,0.692760854124,25.188784656
415,379-3953,68.07,0.369124150748,25.1262809414
415,369-8024,78.17,0.320447369819,25.0493708987
408,338-1400,73.66,0.338629388277,24.9434407405
510,402-7746,60.48,0.41212757774,24.9254759017
415,404-3106,74.46,0.334552298029,24.9107641113
415,366-4444,71.23,0.3478338122,24.776202443
415,375-2184,51.0,0.485162431672,24.7432840153
415,329-6731,48.23,0.512827984032,24.7336936698
510,364-7644,49.24,0.5,24.62
415,409-6588,53.84,0.45647986472,24.5768759165
408,383-6029,56.2,0.435197312723,24.458088975
408,413-5190,48.21,0.506525105159,24.4195753197
415,406-3069,55.76,0.437375750201,24.3880718312
415,336-6085,73.88,0.328924881334,24.3009702329
415,413-3412,70.75,0.341016286477,24.1269022683
408,372-4868,45.06,0.533768912335,24.0516271898
510,416-8701,56.25,0.42643104962,23.9867465411
510,402-9980,37.53,0.639090964502,23.9850838978
415,362-9748,75.32,0.316878384566,23.8672799255
408,348-8015,63.52,0.372670513091,23.6720309916
510,393-4621,59.51,0.395199554538,23.5183254906
408,415-3537,50.78,0.461416027612,23.4307058821
408,370-7574,49.85,0.469063501689,23.3828155592
510,328-8147,56.88,0.409639529918,23.3002964618
408,359-4587,73.05,0.318897631463,23.2954719784
408,377-4518,73.84,0.315287935368,23.2808611476
415,382-6438,71.81,0.319640463293,22.9533816691
415,400-7509,62.86,0.363023118295,22.819633216
408,418-4637,72.9,0.309737088893,22.5798337803
510,397-3746,50.69,0.444966246097,22.5553390146
510,337-8618,52.5,0.427735410161,22.4561090334
415,387-1116,74.69,0.299572463602,22.3750673064
408,352-6068,55.75,0.398738809877,22.2296886507
415,344-3466,49.33,0.450508691281,22.2235937409
415,344-7197,51.01,0.435541431911,22.2169684418
415,328-6011,74.67,0.295288196626,22.0491696421
408,379-2503,56.63,0.384032242057,21.7477458677
408,339-9798,70.76,0.306745128072,21.7052852624
408,348-2916,72.33,0.298671926353,21.6029404331
510,335-7324,58.77,0.366424574684,21.5347722542
415,409-2983,75.08,0.285837517006,21.4606807768
510,353-9998,52.35,0.409292087429,21.4264407769
415,329-6603,54.2,0.391063341216,21.1956330939
415,380-7742,68.15,0.308109711072,20.9976768095
415,333-5101,52.7,0.398098794809,20.9798064864
408,361-2924,72.89,0.282741003056,20.6089917128
408,410-4739,71.98,0.285155312274,20.5254793775
408,329-5114,72.89,0.281554629533,20.5225169467
415,354-6960,58.5,0.350412081237,20.4991067524
510,329-9689,68.68,0.295559410234,20.2990202949
408,393-7826,74.11,0.270876307013,20.0746431127
510,383-2566,72.39,0.271282866044,19.6381666729
510,418-6455,78.67,0.24947676319,19.6263369601
510,373-4274,44.78,0.436165587165,19.5314949932
510,344-6847,64.0,0.303177962479,19.4033895986
415,341-4873,52.04,0.372804686566,19.4007558889
415,396-5189,70.97,0.273260993094,19.3933326799
415,353-7461,67.98,0.284454083512,19.3371885972
510,332-5084,51.27,0.375641617645,19.2591457366
415,410-5455,66.15,0.289132777991,19.1261332641
510,340-3500,73.06,0.261102222973,19.0761284104
510,405-4109,47.16,0.401812701442,18.949487
510,356-8449,56.44,0.335551339526,18.9385176029
415,377-3139,71.63,0.26396589275,18.9078768977
415,411-1715,58.6,0.320601362156,18.7872398223
415,392-2555,22.93,0.818241367353,18.7622745534
415,347-5843,67.63,0.275790481901,18.6517102909
415,351-2535,73.04,0.254566715764,18.5935529194
408,412-6019,57.81,0.315676040054,18.2492318755
510,349-4369,51.86,0.350118084637,18.1571238693
415,405-7904,51.4,0.353145281576,18.151667473
415,376-7145,73.03,0.246573827604,18.0072866299
408,417-6683,59.8,0.299152610111,17.8893260847
510,422-8333,66.08,0.265895842833,17.5703972944
415,329-9847,70.46,0.24754389149,17.4419425944
415,417-4885,72.09,0.241281368206,17.3939738339
415,406-7737,69.81,0.246539647649,17.2109328024
415,355-9366,57.97,0.296004020398,17.1593530625
408,416-8543,55.4,0.30813417252,17.0706331576
415,403-8916,71.29,0.239277870592,17.0581193945
510,330-2662,81.98,0.206914092179,16.9628172768
415,379-8526,71.54,0.236067098991,16.8882402618
415,337-2442,60.62,0.276658987153,16.7710678012
415,376-2922,69.17,0.241872499389,16.7303207827
510,393-8736,58.5,0.285836249674,16.7214206059
408,355-9324,70.45,0.237238803845,16.7134737309
415,363-1208,73.39,0.227497920465,16.696072383
408,402-1251,50.71,0.328272034168,16.6466748526
510,361-1900,71.43,0.232983887559,16.6420390884
415,386-6306,61.28,0.268637452917,16.4621031147
415,366-2273,74.06,0.217590743427,16.1147704582
415,358-1958,48.06,0.334143712476,16.0589468216
415,380-2758,63.0,0.248947463688,15.6836902123
415,418-3181,46.64,0.333922494398,15.5741451387
408,339-3049,54.16,0.285907257998,15.4847370932
510,366-5829,44.7,0.34403606896,15.3784122825
510,381-2413,72.25,0.210297102386,15.1939656474
415,406-5059,44.93,0.337200855755,15.1504344491
510,418-6651,52.25,0.289751714195,15.1395270667
510,390-2805,70.71,0.213774320583,15.1159822084
408,351-1389,47.45,0.318304027117,15.1035260867
510,346-1629,66.49,0.226917963199,15.0877753731
415,378-8342,62.3,0.241329224056,15.0348106587
510,333-8822,64.67,0.227248617844,14.696168116
510,414-8718,56.23,0.261228434593,14.6888748772
510,386-3671,72.33,0.201909793082,14.6041353336
415,409-2917,66.93,0.21713878051,14.5330985795
408,393-4027,60.41,0.238307735537,14.3961703038
408,371-8598,73.47,0.195559996992,14.367792979
510,346-4360,69.74,0.205206726494,14.3111171057
510,373-5732,71.21,0.199740851915,14.2235460648
415,399-3164,69.78,0.202857360685,14.1553866286
415,333-3221,73.02,0.193411623442,14.1229167438
415,412-1076,57.8,0.24340690533,14.0689191281
408,410-7553,79.62,0.17557887628,13.9795901294
415,399-9802,55.92,0.246839752158,13.8032789407
415,351-6366,69.35,0.198604086922,13.773193428
415,408-7015,43.91,0.312158754759,13.7068909215
408,420-3346,60.0,0.22616721852,13.5700331112
415,384-1621,72.0,0.186754399583,13.44631677
415,344-3145,72.22,0.184815427249,13.3473701559
415,398-4313,66.33,0.198985092841,13.1986812081
510,355-4842,66.23,0.199059268885,13.1836953783
415,364-3286,56.34,0.233464627987,13.1533971408
408,371-4633,73.65,0.175231594004,12.9058068984
415,388-8948,45.34,0.281825872879,12.7779850763
408,405-9384,71.24,0.178562140452,12.7207668858
510,333-2906,72.34,0.175024311033,12.6612586601
415,338-5207,71.08,0.17729262741,12.6019599563
510,374-8042,55.2,0.228131113329,12.5928374558
510,365-1688,70.0,0.179145264919,12.5401685443
415,333-9511,58.67,0.213327578924,12.5159290555
415,374-8329,54.53,0.229235029509,12.5001861591
415,334-7618,72.7,0.170720770796,12.4114000368
415,409-9911,56.51,0.218917221441,12.3710121836
510,369-3756,78.89,0.156547698349,12.3500479227
408,385-7082,59.8,0.204563023066,12.2328687793
415,368-7706,47.07,0.259577948004,12.2183340126
415,416-5660,56.58,0.215463846045,12.1909444092
408,411-4293,70.76,0.17205189112,12.1743918157
510,397-6789,77.35,0.157168610745,12.1569920411
415,418-9036,51.49,0.235197535001,12.1103210772
415,415-6145,70.33,0.171237707906,12.043147997
415,363-8824,65.09,0.184218730766,11.9907971856
415,384-4595,73.54,0.162223801399,11.9299383549
510,374-6966,70.43,0.169338704464,11.9265249554
415,407-2292,58.0,0.203386650504,11.7964257293
408,344-1136,59.93,0.196747528662,11.7910793927
415,391-1783,46.9,0.251016579787,11.772677592
415,375-8880,70.62,0.166470320939,11.7561340647
510,383-5976,56.77,0.20434589942,11.6007167101
415,354-9068,69.52,0.166512602221,11.5759561064
415,388-5850,62.05,0.185602098743,11.516610227
